"Bezeichnung (singular)","Bezeichnung (plural)","Version","Beschreibung","Daten-Profil Typ","Tabellen-Name","Reihenfolge","Symbol","Reorgzeiten konfigurieren","API-Name","Eltern Daten-Profil","Erstellt am","Erstellt von","Geändert am","Geändert von"
"Typ (HU-Segmentierung)","Typen (HU-Segmentierung)","","","Stammdaten","handling_unit_segmentation_type","3","mdi-rhombus-split-outline","Nein","handling-unit-segmentation-type","Buchungskreis Handling-Unit","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Typ (HU-Suche)","Typen (HU-Suche)","","","Stammdaten","handling_unit_search_type","5","mdi-package-variant","Nein","handling-unit-search-type","Buchungskreis Handling-Unit","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Typ (Lademittel)","Typen (Lademittel)","","","Stammdaten","5b97b0","2","mdi-package-variant-closed","Nein","","Buchungskreis Lademittelkonto","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Typ (Lademittelbuchung)","Typen (Lademittelbuchung)","","","Stammdaten","17eb88","4","mdi-link","Nein","","Buchungskreis Lademittelkonto","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Typ (Lademittelqualität)","Typen (Lademittelqualität)","","","Stammdaten","35ed8a","3","mdi-tag-multiple-outline","Nein","","Buchungskreis Lademittelkonto","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Typ (Platz)","Typen (Platz)","","","Stammdaten","storage_location_type","3","mdi-map-marker-circle","Nein","storage-location-type","Buchungskreis Lagertopologie","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Typ (Platz-Höhen)","Typen (Platz-Höhen)","","","Stammdaten","storage_location_height_type","6","mdi-arrow-up-down","Nein","storage-location-height-type","Buchungskreis Lagertopologie","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Typ (Ressource)","Typen (Ressource)","","","Stammdaten","resource_type","10","mdi-table-furniture","Nein","resource-type","Buchungskreis Lagertopologie","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Typ (Vorgang)","Typen (Vorgang)","","","Schema","task_type","","$plx-type-task","Nein","task-type","Vorgang","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Typ (Vorgangspos.)","Typen (Vorgangspos.)","","","Schema","task_position_type","2","$plx-type-task-positions","Nein","task-position-type","Position","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Typ (Zone)","Typen (Zone)","","","Stammdaten","storage_zone_type","0","mdi-land-plots","Nein","storage-zone-type","Buchungskreis Lagertopologie","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Typ (Zuteilung)","Typen (Zuteilung)","","","Schema","allocation_type","5","$plx-type-allocation","Nein","allocation-type","Zuteilung","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"UN-Nummer","UN-Nummern","","","Stammdaten","un_number","7","$plx-un-numbers","Nein","un-number","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Variantenstamm","Variantenstämme","","","Stammdaten","variant_master","2","mdi-format-line-style","Nein","variant-master","Artikelstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"VAS","VAS","","","Bewegungsdaten","order_position_vas","2","mdi-shape-plus","Nein","order-position-vas","Position","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"VAS","VAS","","","Bewegungsdaten","order_vas","5","mdi-shape-plus","Nein","order-vas","Auftrag","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"VAS-Schritt","VAS-Schritte","","","Bewegungsdaten","order_position_vas_step","","mdi-debug-step-over","Nein","order-position-vas-step","VAS","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"VAS-Schritt","VAS-Schritte","","","Bewegungsdaten","order_vas_step","","mdi-debug-step-over","Nein","order-vas-step","VAS","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"VAS-Schritt","VAS-Schritte","","","Stammdaten","vas_step","","mdi-debug-step-over","Nein","vas-step","Stamm (VAS)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Verdichtung","Verdichtungen","","","Stammdaten","batch_compaction","","mdi-arrow-collapse-all","Nein","batch-compaction","Profil (Sammelliste)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Verfahren (Retouren)","Verfahren (Retouren)","","","Stammdaten","return_delivery_procedure","","mdi-sticker-text-outline","Nein","return-delivery-procedure","Profil (Retoure)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Verkehrsträger","Verkehrsträger","","","Stammdaten","modes_of_transport","","mdi-train-car","Nein","","Gefahrrechtliche Grundlage","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Verpackungsgruppe","Verpackungsgruppen","","","Stammdaten","packaging_group","13","$plx-packaging-groups","Nein","packaging-group","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Verpackungsstruktur","Verpackungsstrukturen","","","Stammdaten","packaging_structure","0","mdi-file-table-box-outline","Nein","packaging-structure","Artikelstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Verpackungsstruktur","Verpackungsstrukturen","","","Stammdaten","task_evaluation_packaging_structure","4","mdi-file-table-box-outline","Nein","task-evaluation-packaging-structure","Vorgangseinstufung II","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Verpackungsstrukturposition","Verpackungsstrukturpositionen","","","Stammdaten","packaging_structure_pos","","mdi-table-of-contents","Nein","packaging-structure-pos","Verpackungsstruktur","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Verteiler","Verteiler","","","Stammdaten","distributor","","shuffle","Nein","distributor","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Verträglichkeitsgruppe","Verträglichkeitsgruppen","","","Stammdaten","compatability_group","16","$plx-compatibility-groups","Nein","compatability-group","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Verzollung","Verzollungen","","","Bewegungsdaten","customs_head","","$plx-customs","Nein","customs-head","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Vorgang","Vorgänge","","","Bewegungsdaten","task_head","","$plx-tasks","Ja","task-head","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Vorgangseinstufung I","Vorgangseinstufungen I","","","Stammdaten","task_evaluation_step1","4","mdi-step-forward","Nein","task-evaluation-step1","Buchungskreis Vorgang","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Vorgangseinstufung II","Vorgangseinstufungen II","","","Stammdaten","task_evaluation_step2","5","mdi-step-forward-2","Nein","task-evaluation-step2","Buchungskreis Vorgang","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Vorgangszuordnung","Vorgangszuordnungen","","","Stammdaten","task_assignment","4","multiple_stop","Nein","task-assignment","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Währung","Währungen","","","Stammdaten","currency","","$plx-currencies","Nein","currency","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Wassergefährdungsklasse","Wassergefährdungsklassen","","","Stammdaten","water_hazard_class","17","$plx-water-hazard-classes","Nein","water-hazard-class","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Wirtschaftszone","Wirtschaftszonen","","","Stammdaten","economic_zone","1","mdi-vector-union","Nein","economic-zone","Buchungskreis Zoll","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"x-Achse (Höhe)","x-Achsen (Höhe)","","","Stammdaten","location_height","13","mdi-axis-x-arrow","Nein","location-height","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"xyz-Achse (Artikelkategorie)","xyz-Achsen (Artikelkategorie)","","","Stammdaten","stock_restriction_xyz","","mdi-axis-arrow","Nein","stock-restriction-xyz","Profil (Bestandsrestriktionen)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"y-Achse (Ebene)","y-Achsen (Ebene)","","","Stammdaten","location_level","12","mdi-axis-y-arrow","Nein","location-level","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"z-Achse (Tiefe)","z-Achsen (Tiefe)","","","Stammdaten","location_depth","14","mdi-axis-z-arrow","Nein","location-depth","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zähler (Begrenzer)","Zähler (Begrenzer)","","","Stammdaten","counter","","mdi-counter","Nein","counter","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zeittrigger","Zeittrigger","","","Stammdaten","stock_qualification_trigger","2","mdi-calendar-clock","Nein","stock-qualification-trigger","Profil (Bestandsarten)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zeitzonen","","","","Stammdaten","c71786","","","Nein","","Basiskonfiguration","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zone","Zonen","","","Stammdaten","storage_zone","0","mdi-land-plots","Nein","storage-zone","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zonierung","Zonierungen","","","Stammdaten","locating_search_grouping","","mdi-land-plots","Nein","locating-search-grouping","Lokationssuche","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zonierung","Zonierungen","","","Bewegungsdaten","order_consolidation","6","mdi-land-plots","Nein","order-consolidation","Auftrag","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zonierung","Zonierungen","","","Bewegungsdaten","tour_consolidation","1","mdi-land-plots","Nein","tour-consolidation","Tour","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zonierung","Zonierungen","","","Stammdaten","reservation_zoning","0","mdi-land-plots","Nein","reservation-zoning","Typ (Zuteilung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zonierung","Zonierungen","","","Bewegungsdaten","order_wave_zoning","","mdi-land-plots","Nein","order-wave-zoning","Auftragswelle","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zulässige Gefahrstoffmenge","Zulässige Gefahrstoffmengen","","","Stammdaten","permissible_qty_hazardous_substances","","mdi-eye-check-outline","Nein","permissible-qty-hazardous-substances","Cluster (Zone)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Abrechnungsschlüssel)","Zuordnungen (Abrechnungsschlüssel)","","","Stammdaten","billing_assignment","","mdi-cash","Nein","billing-assignment","Profil (Abrechnung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Abrechnungstrigger)","Zuordnungen (Abrechnungstrigger)","","","Stammdaten","billing_key_trigger","","$plx-arrow-types","Nein","billing-key-trigger","Schlüssel (Abrechnung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Adresse)","Zuordnungen (Adresse)","","","Stammdaten","tour_address_assignment","0","mdi-home-city-outline","Nein","tour-address-assignment","Profil (Tour)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Adresse)","Zuordnungen (Adresse)","","","Stammdaten","customs_address_assigment","0","mdi-home-city-outline","Nein","customs-address-assigment","Profil (Zollverfahren)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Adresse)","Zuordnungen (Adresse)","","","Stammdaten","freight_address_assignment","2","mdi-home-city-outline","Nein","freight-address-assignment","Profil (Ladung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Adresskategorie)","Zuordnungen (Adresskategorie)","","","Stammdaten","order_assignment_address_category","","mdi-home-city-outline","Nein","order-assignment-address-category","Profil (Auftragsvalidierung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Aktion)","Zuordnungen (Aktion)","","","Stammdaten","route_action_assignment","","mdi-movie-open-play","Nein","route-action-assignment","Route","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Aktion)","Zuordnungen (Aktion)","","","Stammdaten","storage_location_type_action","3","mdi-movie-open-play","Nein","storage-location-type-action","Typ (Platz)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Arbeitszone)","Zuordnungen (Arbeitszone)","","","Stammdaten","resource_assigned_working_area","","mdi-select-marker","Nein","resource-assigned-working-area","Ressource","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Artikel)","Zuordnungen (Artikel)","","","Stammdaten","replenishment_rule_item","","style","Nein","replenishment-rule-items","Bestandsregel","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Artikelaktion)","Zuordnungen (Artikelaktion)","","","Stammdaten","assigment_article_groups","0","mdi-alpha-a-box-outline","Nein","assigment-article-groups","Inventurprofil","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Artikelaktion)","Zuordnungen (Artikelaktion)","","","Stammdaten","replenishment_rule_action_group","","mdi-alpha-a-box-outline","Nein","replenishment-rule-action-group","Bestandsregel","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Bedingung)","Zuordnungen (Bedingung)","","","Stammdaten","assignement_conditions","","","Nein","assignement-conditions","Zusammenlagerungsmatrix","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Beschränkung)","Zuordnungen (Beschränkung)","","","Stammdaten","assignment_limitations","","mdi-link","Nein","assignment-limitations","Profil (Beschränkungen)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Bestandsarten)","Zuordnungen (Bestandsarten)","","","Stammdaten","stock_qualification_assignment","0","mdi-vector-link","Nein","stock-qualification-assignment","Profil (Bestandsarten)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Bestandsqualifikation)","Zuordnungen (Bestandsqualifikation)","","","Stammdaten","replenishment_rule_item_qualification","","mdi-tag-multiple-outline","Nein","replenishment-rule-item-qualification","Zuordnung (Artikel)","03.09.2026 11:34:59 Uhr","Bente Wittern","03.09.2026 14:46:47 Uhr","Denis Nickel"
"Zuordnung (Bestandsqualifikation)","Zuordnungen (Bestandsqualifikation)","","","Stammdaten","replenishment_rule_action_group_qualification","","mdi-tag-multiple-outline","Nein","replenishment-rule-action-group-qualification","Zuordnung (Artikelaktion)","03.09.2026 12:05:59 Uhr","Bente Wittern","03.09.2026 14:46:31 Uhr","Denis Nickel"
"Zuordnung (Datenbezeichner)","Zuordnungen (Datenbezeichner)","","","Stammdaten","mask_identifiers","","mdi-code-tags","Nein","mask-identifiers","Input (Maske)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Druckausgabe)","Zuordnungen (Druckausgabe)","","","Stammdaten","order_sub_type_print_assignment","","mdi-printer-settings","Nein","order-sub-type-print-assignment","Art (Auftrag)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Druckausgabe)","Zuordnungen (Druckausgabe)","","","Stammdaten","0305d2","","","Nein","","VAS-Schritt","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Druckausgabe)","Zuordnungen (Druckausgabe)","","","Stammdaten","freight_profile_print_assignment","3","mdi-printer-settings","Nein","freight-profile-print-assignment","Profil (Ladung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Druckausgabe)","Zuordnungen (Druckausgabe)","","","Stammdaten","task_sub_type_print_assignment","","mdi-printer-settings","Nein","task-sub-type-print-assignment","Art (Vorgang)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Druckausgabe)","Zuordnungen (Druckausgabe)","","","Stammdaten","f20266","","mdi-printer-settings","Nein","","Buchungskreis Disposition","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Druckausgabe)","Zuordnungen (Druckausgabe)","","","Stammdaten","shipping_sub_type_print_assignment","1","mdi-printer-settings","Nein","shipping-sub-type-print-assignment","Art (Versand)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Druckausgabe)","Zuordnungen (Druckausgabe)","","","Stammdaten","8b92ff","","mdi-printer-settings","Nein","","Inventurprofil","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Druckausgabe)","Zuordnungen (Druckausgabe)","","","Stammdaten","location_type_print_assignment","4","mdi-printer-settings","Nein","location-type-print-assignment","Typ (Platz)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Feldvalidierung)","Zuordnungen (Feldvalidierung)","","","Stammdaten","validation_field_assignment","","mdi-eye-check-outline","Nein","validation-field-assignment","Profil (Auftragsvalidierung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Freigabegruppe)","Zuordnungen (Freigabegruppe)","","","Stammdaten","task_assignment_release_group","","mdi-vector-link","Nein","task-assignment_release-group","Profil (Freigabe)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Gebinde)","Zuordnungen (Gebinde)","","","Stammdaten","container_allocation","","mdi-tray-full","Nein","container-allocation","Profil (Auftragskalkulation)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Höhentyp)","Zuordnungen (Höhentyp)","","","Stammdaten","height_type_relation","","mdi-arrow-up-down","Nein","height-type-relation","Zonierung","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (HU-Kalkulation)","Zuordnungen (HU-Kalkulation)","","","Stammdaten","task_evaluation_hu_calculation","2","mdi-package-variant-closed","Nein","task-evaluation-hu-calculation","Vorgangseinstufung II","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Inputschablone)","Zuordnungen (Inputschablone)","","","Stammdaten","input_template_assignment","2","mdi-hexagon-multiple-outline","Nein","input-template-assignment","Profil (Bestandsmerkmal)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Kategorie)","Zuordnungen (Kategorie)","","","Stammdaten","category_relation","2","mdi-select-group","Nein","category-relation","Sortierung (Lokationssuche)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Korrekturschritt)","Zuordnungen (Korrekturschritt)","","","Stammdaten","correction_profile_assignment","","mdi-vector-link","Nein","correction-profile-assignment","Profil (Korrektur)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Lade-Informationen)","Zuordnungen (Lade-Informationen)","","","Stammdaten","loading_field_assignment","0","mdi-text-box-edit-outline","Nein","loading-field-assignment","Profil (Ladung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Ladeziel)","Zuordnungen (Ladeziel)","","","Stammdaten","loading_target_assignment","1","mdi-truck-flatbed","Nein","loading-target-assignment","Profil (Ladung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Maske)","Zuordnungen (Maske)","","","Stammdaten","template_masks","","mdi-hexagon-outline","Nein","template-masks","Input (Schablone)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Platz)","Zuordnungen (Plätze)","","","Stammdaten","resource_assigned_location","0","mdi-map-marker-circle","Nein","resource-assigned-location","Ressource","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Prioritätsoptimierung)","Zuordnungen (Prioritätsoptimierung)","","","Stammdaten","assignment_priority_optimisation","","mdi-link","Nein","assignemnt-priority-optimisation","Aktion","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Prozess)","Zuordnungen (Prozess)","","","Stammdaten","4cc058","0","build","Nein","","Typ (Platz)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Quell-Zone)","Zuordnungen (Quell-Zone)","","","Stammdaten","repacking_source_zone_assignment","","mdi-link","Nein","repacking-source-zone-assignment","Profil (Umpacken)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Rahmentour - Empfänger)","Zuordnungen (Rahmentour-Empfänger)","","","Stammdaten","assignment_fram_tour_recepient","","mdi-link","Nein","assignment-freight-tour-recepient","Rahmentour","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Rahmentour - Verlader)","Zuordnungen (Rahmentour-Verlader)","","","Stammdaten","2a9a8f","","mdi-link","Nein","","Rahmentour","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Ressource)","Zuordnungen (Ressource)","","","Stammdaten","text_tag_resource_assignment","0","mdi-table-furniture","Nein","text-tag-resource-assignment","Tag (Text)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (TrackingId)","Zuordnungen (TrackingId)","","","Stammdaten","tracking_id_assignment","","mdi-link","Nein","tracking-id-assignment","Art (Versand)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Verteilerprofil)","Zuordnungen (Verteiler)","","","Stammdaten","distribution_assignment","","mdi-link","Nein","distribution-assignment","Profil (Verteiler)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Vorgangsbuchungsklasse)","Zuordnungen (Vorgangsbuchungsklasse)","","","Stammdaten","task_booking_assignments","","mdi-vector-link","Nein","task-booking-assignments","Profil (Vorgang)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Vorgangsprofil)","Zuordnungen (Vorgangsprofil)","","Zuordnung Vorgangsprofile zur Resource","Stammdaten","resource_assigned_task_profile","1","mdi-link","Nein","resource-assigned-task-profile","Ressource","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Warenausgang)","Zuordnungen (Warenausgang)","","","Stammdaten","assignment_outgoing_goods","","mdi-home-export-outline","Nein","assignment-outgoing-goods","Profil (Seriennummer)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Zollabwicklung)","Zuordnungen (Zollabwicklung)","","","Stammdaten","customs_procedure_assigment","2","mdi-shield-key-outline","Nein","customs-procedure-assigment","Profil (Zollverfahren)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Zollbescheid - Verzollung)","Zuordnungen (Zollbescheid - Verzollung)","","","Stammdaten","customs_notice_assigment_customs","3","mdi-shield-account-outline","Nein","customs-notice-assigment-customs","Profil (Zollverfahren)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Zollbescheid - Zollstatus)","Zuordnungen (Zollbescheid - Zollstatus)","","","Stammdaten","customs_notice_assigment_status","4","mdi-shield-search","Nein","customs-notice-assigment-status","Profil (Zollverfahren)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Zolleinheit)","Zuordnungen (Zolleinheit)","","","Stammdaten","customs_quantity_unit_assigment","1","mdi-transition-masked","Nein","customs-quantity-unit-assigment","Profil (Zollverfahren)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuordnung (Zonen)","Zuordnungen (Zonen)","","","Stammdaten","assigment_zone","1","mdi-land-plots","Nein","assigment-zone","Inventurprofil","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zusammenlagerungsmatrix","Zusammenlagerungsmatrix","","","Stammdaten","co_location_matrix","","mdi-eye-check-outline","Nein","co-location-matrix","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Zuteilung","Zuteilungen","","","Bewegungsdaten","allocation","","$plx-allocations","Nein","allocation","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
